Citation,x,y,cluster,keywords,Index,Full Name,ACM Fellow Profile,DBLP profile,Google Scholar Profile,image_url
for contributions to parallel methods in computational biology and leadership in data science,3.811763,8.287035,9,"memory, systems, distributed, parallel, computing",208,Srinivas Aluru,https://awards.acm.org/award-recipients/aluru_4009189,https://dblp.org/pid/a/SAluru,https://scholar.google.com/citations?user=YOGOScoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=YOGOScoAAAAJ
"for contributions to virtualization technology across clusters, servers, and networks",0.41519722,4.6366773,9,"memory, systems, distributed, parallel, computing",209,Steven Gribble,https://awards.acm.org/award-recipients/gribble_5105697,https://dblp.org/pid/g/StevenDGribble,https://scholar.google.com/citations?user=7CohtIMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=7CohtIMAAAAJ
for theoretical foundations and real-world deployment of internet congestion control and smart grid optimization,1.7297955,3.6304955,8,"protocols, internet, systems, networks, wireless",210,Steven H. Low,https://awards.acm.org/award-recipients/low_1122456,https://dblp.org/pid/l/StevenHLow,https://scholar.google.com/citations?user=4BrebIYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4BrebIYAAAAJ
"for contributions to computational biology, including software for dna sequence analysis, alignment, and genome assembly",4.0094724,8.242827,1,"machine, natural, artificial, intelligence, learning",211,Steven Salzberg,https://awards.acm.org/award-recipients/salzberg_3469343,https://dblp.org/pid/s/StevenSalzberg,https://scholar.google.com/citations?user=sUVeH-4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=sUVeH-4AAAAJ
for research and leadership contributions to computer science education,-0.53573006,8.574489,4,"service, science, computing, acm, computer",212,Susanne E Hambrusch,https://awards.acm.org/award-recipients/hambrusch_1930809,https://dblp.org/pid/h/SusanneSHambrusch,,
"for contributions to artificial intelligence, including heuristic search and multi-agent coordination",3.1083624,7.704131,1,"machine, natural, artificial, intelligence, learning",213,Sven Koenig,https://awards.acm.org/award-recipients/koenig_3810207,https://dblp.org/pid/142/0337,https://scholar.google.com/citations?user=tpoh43QAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=tpoh43QAAAAJ
"for contributions to knowledge representation and reasoning, logic programming, and declarative problem solving",2.1538365,7.4730835,1,"machine, natural, artificial, intelligence, learning",214,Thomas Eiter,https://awards.acm.org/award-recipients/eiter_5151170,https://dblp.org/pid/e/TEiter,https://scholar.google.com/citations?user=X1L03cIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=X1L03cIAAAAJ
for contributions to artificial intelligence,3.6498206,7.557354,1,"machine, natural, artificial, intelligence, learning",215,Toby Walsh,https://awards.acm.org/award-recipients/walsh_1141540,https://dblp.org/pid/86/2576,https://scholar.google.com/citations?user=oOQ6x0IAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=oOQ6x0IAAAAJ
"for contributions to query optimization, scalable data processing, and data programmability",2.612664,6.204938,5,"query, systems, data, management, database",216,Volker Markl,https://awards.acm.org/award-recipients/markl_UK78103,https://dblp.org/pid/m/VMarkl,https://scholar.google.com/citations?user=el2k_oIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=el2k_oIAAAAJ
for contributions to the automated analysis and verification of real-time systems,-2.4913795,6.93898,3,"systems, verification, languages, software, programming",217,Wang Yi,https://awards.acm.org/award-recipients/yi_8982226,https://dblp.org/pid/00/555,https://scholar.google.com/citations?user=Uv7TfEgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Uv7TfEgAAAAJ
for contributions to the foundation and practice of data mining,4.103697,6.9325194,1,"machine, natural, artificial, intelligence, learning",218,Wei Wang,https://awards.acm.org/award-recipients/wang_7192664,https://dblp.org/pid/47/1798,https://scholar.google.com/citations?user=JFrpRBIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=JFrpRBIAAAAJ
for the invention of asymmetric public-key cryptography and the promulgation of a practical cryptographic key-exchange method,1.7768807,9.90594,0,"cryptographic, systems, cryptography, privacy, security",219,Whitfield Diffie,https://awards.acm.org/award-recipients/diffie_8371646,https://dblp.org/pid/93/2898,,
for contributions to computing on and learning from higher-order data,3.656454,7.3084536,1,"machine, natural, artificial, intelligence, learning",220,Xuelong LI,https://awards.acm.org/award-recipients/li_3165359,https://dblp.org/pid/329/9191,https://scholar.google.com/citations?user=ahUibskAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ahUibskAAAAJ
for contributions to nonvolatile memory technologies,-0.50848037,4.511846,9,"memory, systems, distributed, parallel, computing",221,Yiran Chen,https://awards.acm.org/award-recipients/chen_9508444,https://dblp.org/pid/334/1302,https://scholar.google.com/citations?user=3G-nnjMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=3G-nnjMAAAAJ
for contributions to algorithms for large scale data processing,3.026082,6.6484795,2,"combinatorial, computational, theory, complexity, algorithms",222,Yufei Tao,https://awards.acm.org/award-recipients/tao_0950279,https://dblp.org/pid/t/YufeiTao,https://scholar.google.com/citations?user=3FmJBHkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=3FmJBHkAAAAJ
"for contributions to process mining, process management, and data science",3.8341057,6.8500056,1,"machine, natural, artificial, intelligence, learning",223,Wil Van Der Aalst,https://awards.acm.org/award-recipients/vanderaalst_5194599,https://dblp.org/pid/a/WilMPvanderAalst,,
"for contributions to cloud storage; processor simulation, replay, and feedback-directed optimization of systems and applications",0.36520815,5.6533732,9,"memory, systems, distributed, parallel, computing",224,Bradley G Calder,https://awards.acm.org/award-recipients/calder_4123469,,,
for contributions to the theory and practice of data and knowledge-base systems,2.0061522,6.565181,5,"query, systems, data, management, database",225,Carlo A Zaniolo,https://awards.acm.org/award-recipients/zaniolo_1278936,,,
for contributions to secure distributed computing and cryptographic protocols,2.0454493,5.052069,0,"cryptographic, systems, cryptography, privacy, security",226,Christian Cachin,https://awards.acm.org/award-recipients/cachin_4033205,https://dblp.org/pid/c/ChristianCachin,https://scholar.google.com/citations?user=c8zferMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=c8zferMAAAAJ
"for contributions to natural language processing, including coreference resolution,  information and opinion extraction",5.178787,6.749463,1,"machine, natural, artificial, intelligence, learning",227,Claire Cardie,https://awards.acm.org/award-recipients/cardie_4215893,https://dblp.org/pid/c/ClaireCardie,https://scholar.google.com/citations?user=ex9BQiIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ex9BQiIAAAAJ
for technical and professional leadership in the field of genetic and evolutionary computation,3.7280939,8.174605,4,"service, science, computing, acm, computer",228,Darrell Whitley,https://awards.acm.org/award-recipients/whitley_0163816,https://dblp.org/pid/w/LDarrellWhitley,https://scholar.google.com/citations?user=0VzUxIcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=0VzUxIcAAAAJ
for contributions to security and privacy,2.9864817,4.9839334,0,"cryptographic, systems, cryptography, privacy, security",229,Dawn Song,https://awards.acm.org/award-recipients/song_ND94565,https://dblp.org/pid/s/DXSong,https://scholar.google.com/citations?user=84WzBlYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=84WzBlYAAAAJ
for contributions to description logics and their applications in data management and software engineering,1.5524054,7.257556,3,"systems, verification, languages, software, programming",230,Diego Calvanese,https://awards.acm.org/award-recipients/calvanese_0397786,https://dblp.org/pid/c/DiegoCalvanese,https://scholar.google.com/citations?user=We0kRfEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=We0kRfEAAAAJ
for contributions to machine-learning-based cybersecurity and parallel hardware for database inference systems,2.7807846,5.796062,9,"memory, systems, distributed, parallel, computing",231,Salvatore J Stolfo,https://awards.acm.org/award-recipients/stolfo_1487883,https://dblp.org/pid/s/SalvatoreJStolfo,,
"for contributions in education, the practice of research, and the leadership of cybersecurity",2.713461,4.863025,0,"cryptographic, systems, cryptography, privacy, security",232,Deborah Frincke,https://awards.acm.org/award-recipients/frincke_3189248,https://dblp.org/pid/01/2316,https://scholar.google.com/citations?user=LO7ZkPgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=LO7ZkPgAAAAJ
for contributions to scalable distributed data systems,1.1576707,4.908953,5,"query, systems, data, management, database",233,Magdalena Balazinska,https://awards.acm.org/award-recipients/balazinska_1316264,https://dblp.org/pid/b/MagdalenaBalazinska,https://scholar.google.com/citations?user=DDxFvcIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=DDxFvcIAAAAJ
for contributions to mathematical software and service to the profession,-1.3548961,8.572798,4,"service, science, computing, acm, computer",234,Ronald F Boisvert,https://awards.acm.org/award-recipients/boisvert_1461136,https://dblp.org/pid/83/1418,https://scholar.google.com/citations?user=ctI1jBAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ctI1jBAAAAAJ
for contributions to quantum computing and computational complexity,2.1413097,9.338267,2,"combinatorial, computational, theory, complexity, algorithms",235,Scott J Aaronson,https://awards.acm.org/award-recipients/aaronson_9555914,,https://scholar.google.com/citations?user=EYv2BNQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=EYv2BNQAAAAJ
for contributions to security and privacy of data and social network systems,3.0003057,5.084498,0,"cryptographic, systems, cryptography, privacy, security",236,Elena Ferrari,https://awards.acm.org/award-recipients/ferrari_0528703,https://dblp.org/pid/f/ElenaFerrari,https://scholar.google.com/citations?user=kOc4beIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kOc4beIAAAAJ
for contributions to human-computer interaction and service to the acm.,4.052362,5.4541855,7,"cooperative, computing, computer, interaction, human",237,Elizabeth Frances Churchill,https://awards.acm.org/award-recipients/churchill_4552865,,,
for contributions in memory management and programming language implementation,-1.4177996,6.558342,3,"systems, verification, languages, software, programming",238,Emery David Berger,https://awards.acm.org/award-recipients/berger_4417531,,,
for contributions to improving the security of the internet and combating cybercrime,2.8629124,4.860902,0,"cryptographic, systems, cryptography, privacy, security",239,Giovanni Vigna,https://awards.acm.org/award-recipients/vigna_4457024,https://dblp.org/pid/v/GiovanniVigna,https://scholar.google.com/citations?user=2eM6GocAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=2eM6GocAAAAJ
"for contributions to volume rendering, visualization, computer graphics, and computer vision applications",5.706259,8.999588,6,"rendering, image, graphics, computer, vision",240,Hanspeter Pfister,https://awards.acm.org/award-recipients/pfister_4049490,https://dblp.org/pid/p/HanspeterPfister,https://scholar.google.com/citations?user=VWX-GMAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=VWX-GMAAAAAJ
"for contributions to operating systems, virtualization, and computer science education",-0.29238456,6.5677342,9,"memory, systems, distributed, parallel, computing",241,Jason Nieh,https://awards.acm.org/award-recipients/nieh_4272597,https://dblp.org/pid/n/JasonNieh,https://scholar.google.com/citations?user=UGrnqBUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=UGrnqBUAAAAJ
"for contributions to multi-agent systems, in particular, the use of game theory in multi-agent systems",3.0294564,7.721382,1,"machine, natural, artificial, intelligence, learning",242,Jeffrey S Rosenschein,https://awards.acm.org/award-recipients/rosenschein_UI64416,https://dblp.org/pid/r/JeffreySRosenschein,https://scholar.google.com/citations?user=TIQlTAEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=TIQlTAEAAAAJ
"for contributions to queuing networks, performance analysis, distributed and parallel programming, and distributed simulation",0.62632465,5.1330147,9,"memory, systems, distributed, parallel, computing",243,Kanianthra Mani Chandy,https://awards.acm.org/award-recipients/chandy_4104642,https://dblp.org/pid/c/KManiChandy,,
