Citation,x,y,cluster,keywords,Index,Full Name
for contributions to the science of information and social networks.,8.574674,-2.8787487,1,"mining, artificial, natural, intelligence, learning",555,Jon Kleinberg
"for contributions to optimization methods for system-on-chip test automation, microfluidic biochips, and sensor network infrastructure.",-7.08998,4.172967,3,"performance, parallel, design, memory, computing",556,Krishnendu Chakrabarty
for contributions to high performance computing algorithms and software environments for simulating and analyzing socio-technical systems.,-4.309449,3.407897,3,"performance, parallel, design, memory, computing",557,Madhav Marathe
"for contributions to human computer interaction, with an emphasis on finding and sharing expertise.",5.149222,7.670952,4,"service, science, computing, acm, computer",558,Mark S Ackerman
for contributions to information retrieval and computational linguistics.,9.951362,-0.33993506,1,"mining, artificial, natural, intelligence, learning",559,Marti Hearst
"for contributions to conceptual modeling, requirements engineering, metadata management, and computer science leadership in germany.",2.8209372,-5.265097,8,"systems, management, query, data, database",560,Matthias Jarke
"for contributions to provable security methods supporting high-quality, cost-effective cryptography.",-0.3124461,-1.9816267,6,"secure, systems, cryptography, security, privacy",561,Mihir Bellare
"for contributions to the theory and practice of multi-agent systems, teamwork and security games.",4.9733543,1.3928038,6,"secure, systems, cryptography, security, privacy",562,Milind Tambe
for contributions to cryptography and its use in security and privacy of systems.,0.7609857,-2.547009,6,"secure, systems, cryptography, security, privacy",563,Moti Yung
for contributions to the theory and practice of synchronization in concurrent programming.,-4.327957,-1.0156441,3,"performance, parallel, design, memory, computing",564,Nir N Shavit
for contributions to probabilistic and statistical approaches to data mining and machine learning.,7.949794,0.47927624,1,"mining, artificial, natural, intelligence, learning",565,Padhraic Smyth
for contributions to wireless communication and control technologies.,-10.781304,-0.56951576,0,"internet, systems, mobile, networks, wireless",566,Panganamala Kumar
for leadership in probabilistic methods for the management and analysis of data and for system simulation.,-3.1698508,4.3981037,1,"mining, artificial, natural, intelligence, learning",567,Peter Haas
for contributions to database theory and computational biology.,6.0957747,-0.26138806,8,"systems, management, query, data, database",568,Limsoon Wong
for contributions to operating systems and networking research.,-9.056554,-2.6813343,0,"internet, systems, mobile, networks, wireless",569,Timothy Roscoe
"for contributions to video technology, and for leadership to advance computing in china.",7.223406,8.814092,5,"interaction, human, graphics, vision, computer",570,Wen Gao
"for contributions to computer vision, image retrieval, and digital watermarking.",9.726419,3.761473,5,"interaction, human, graphics, vision, computer",571,Ingemar J. Cox
for contributions to parallel and high performance computing.,-5.207425,0.7106079,3,"performance, parallel, design, memory, computing",572,John Mellor-Crummey
for contributions to scalable data mining and query processing.,6.8762064,-3.3157437,8,"systems, management, query, data, database",573,Kyuseok Shim
"for contributions to image processing, computer vision, and pattern recognition.",9.58146,4.307026,5,"interaction, human, graphics, vision, computer",574,Ramalingam Chellappa
for contributions to the algorithmic foundations of automated reasoning with constraint-based and probabilistic information.,4.2982674,-0.18160579,1,"mining, artificial, natural, intelligence, learning",575,Rina Dechter
for contributions to the theory and practice of information retrieval.,8.811833,0.8281283,1,"mining, artificial, natural, intelligence, learning",576,S E Robertson
"for contributions to algorithmic approaches to program reliability, bioinformatics, and for service to the computer science research community.",4.543066,0.8341601,7,"combinatorial, computational, complexity, theory, algorithms",577,Sampath Kumar Kannan
for contributions to algorithms for graph partitioning and for single- and multi-commodity flows.,1.4136536,6.6488686,7,"combinatorial, computational, complexity, theory, algorithms",578,Satish Rao
"for contributions to database management, including distributed databases, rule-processing, and search computing.",4.5236363,-3.4518683,8,"systems, management, query, data, database",579,Stefano Ceri
"for contributions to database query optimization, spatial data management, and data warehousing.",6.4821496,-3.7906744,8,"systems, management, query, data, database",580,Timoleon Sellis
"for contributions to query languages, query optimization and data provenance.",6.217106,-3.7861397,8,"systems, management, query, data, database",581,Val Tannen
for contributions to software reliability and quality.,-2.5077643,-4.363307,9,"systems, verification, languages, programming, software",582,Yuanyuan Zhou
for contributions to computer vision and multimedia.,9.473196,4.41069,5,"interaction, human, graphics, vision, computer",583,Zhengyou Zhang
for contributions to randomized algorithms and their applications to statistical physics.,3.1429038,2.238666,7,"combinatorial, computational, complexity, theory, algorithms",584,Alistair Sinclair
for contributions to physical design automation and to design for manufacturability of microelectronic systems.,-7.013323,4.074002,3,"performance, parallel, design, memory, computing",585,Andrew Kahng
for contributions to the theory of programming language semantics.,-0.99000674,-6.925584,9,"systems, verification, languages, programming, software",586,Andrew M Pitts
for contributions to the design and analysis of algorithms and their use in the study of systems design.,2.226051,5.1450334,7,"combinatorial, computational, complexity, theory, algorithms",587,Anna Karlin
for contributions to artificial intelligence with applications to automated reasoning and planning.,4.6012626,-0.028190147,1,"mining, artificial, natural, intelligence, learning",588,Bart Selman
for contributions to the theory and practice of programming languages and their type systems.,-1.1900535,-6.6210246,9,"systems, verification, languages, programming, software",589,Benjamin Pierce
for contributions to the theory of combinatorial optimization and to the design and analysis of graph algorithms.,2.6031716,5.4691954,7,"combinatorial, computational, complexity, theory, algorithms",590,Clifford Stein
for contributions to programming languages and for the development of open-source research infrastructures.,-1.0559148,-5.0970435,9,"systems, verification, languages, programming, software",591,David Paul Grove
for contributions to database management systems.,4.567974,-3.7398646,8,"systems, management, query, data, database",592,Ahmed Elmagarmid
